title,label
  Elon_Musk,False
  Google_logo,False
Bible,False
Bridgerton,False
Cleopatra,False
Deaths_in_2021,False
Donald_Trump,True
Elizabeth_II,True
Godzilla_vs._Kong,True
Joe_Biden,True
Kamala_Harris,True
"Meghan,_Duchess_of_Sussex",True
QAnon,True
Richard_Ramirez,True
Suez_Canal,True
WandaVision,False
Zack_Snyder's_Justice_League,True
